,type,id,group_id,name,state,lat,lon,altitude,valid_from,valid_to,has_sunshine,has_global_radiation,is_active
0,COMBINED,1,,Aflenz,Steiermark,47.54594,15.24069,783.2,1983-05-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
1,COMBINED,2,,Aigen im Ennstal,Steiermark,47.53278,14.13826,641.0,1993-02-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
2,COMBINED,3,,Allentsteig,Niederösterreich,48.69083,15.36694,598.8,1992-10-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
3,COMBINED,4,,Amstetten,Niederösterreich,48.10889,14.895,266.0,1993-02-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
4,COMBINED,5,,Bad Aussee,Steiermark,47.6105,13.75844,743.1,1983-09-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,False,True
5,COMBINED,6,,Bad Bleiberg,Kärnten,46.62528,13.68444,908.7,2007-10-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
6,COMBINED,7,,Bad Gastein,Salzburg,47.11056,13.13336,1092.0,2010-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
7,COMBINED,8,,Bad Gleichenberg,Steiermark,46.87222,15.90361,269.0,2003-04-17T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
8,COMBINED,9,,Bad Goisern,Oberösterreich,47.62194,13.64472,538.0,1995-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
9,COMBINED,10,,Bad Mitterndorf,Steiermark,47.55333,13.93472,814.0,1983-11-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
10,COMBINED,11,,Bad Radkersburg,Steiermark,46.69222,15.99333,207.0,1992-08-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
11,COMBINED,12,,Baden,Niederösterreich,48.011391,16.235556,244.8,1982-12-01T00:00:00+00:00,2012-05-31T23:59:59+00:00,True,False,False
12,COMBINED,13,,Bernstein,Burgenland,47.40833,16.26139,630.8,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
13,COMBINED,14,,Bischofshofen,Salzburg,47.40667,13.22111,549.9,1996-09-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
14,COMBINED,15,,Bregenz,Vorarlberg,47.49917,9.74611,424.0,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
15,COMBINED,16,,Brenner,Tirol,47.00722,11.51083,1412.0,1993-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
16,COMBINED,17,,Bruck an der Mur,Steiermark,47.40556,15.24972,482.0,2005-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
17,COMBINED,18,,Bruckneudorf,Burgenland,48.01278,16.845,165.6,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
18,COMBINED,19,,Dellach,Kärnten,46.74189,13.08286,628.2,1983-05-05T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,False,True
19,COMBINED,20,,Ehrwald,Tirol,47.40417,10.92,982.0,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
20,COMBINED,21,,Bad Eisenkappel,Kärnten,46.49056,14.59333,623.0,1983-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
21,COMBINED,22,,Eisenstadt Nordost,Burgenland,47.85417,16.53833,184.0,1989-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
22,COMBINED,23,,Enns,Oberösterreich,48.19583,14.45028,317.0,2008-07-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
23,COMBINED,24,,Feldkirch,Vorarlberg,47.27111,9.60972,438.4,1995-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
24,COMBINED,25,,Fischbach,Steiermark,47.44417,15.64389,1034.4,1996-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
25,COMBINED,26,,Freistadt,Oberösterreich,48.49472,14.50639,539.0,1992-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
26,COMBINED,27,,Gallspach,Oberösterreich,48.20422,13.825,425.9,2012-04-16T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,False,True
27,COMBINED,28,,Galtür,Tirol,46.96806,10.18556,1587.0,1996-12-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
28,COMBINED,29,,Gmunden,Oberösterreich,47.91472,13.8075,424.4,1982-08-13T00:00:00+00:00,2016-04-26T23:59:59+00:00,True,True,False
29,COMBINED,30,,Graz Universität/Heinrichstraße,Steiermark,47.08,15.448056,366.0,1988-06-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,False,False,True
30,COMBINED,31,,Groß-Enzersdorf,Niederösterreich,48.19975,16.55917,154.3,1991-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
31,COMBINED,32,,Gumpoldskirchen,Niederösterreich,48.03583,16.28083,212.0,1990-11-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
32,COMBINED,36,,Hohe Wand/Hochkogelhaus,Niederösterreich,47.82222,16.035,936.9,1993-08-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
33,COMBINED,37,,Schöngrabern,Niederösterreich,48.60333,16.06167,253.0,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
34,COMBINED,38,,Imst,Tirol,47.23694,10.74222,773.0,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
35,COMBINED,39,,Innsbruck Universität,Tirol,47.25986,11.38425,578.0,1987-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
36,COMBINED,40,,Irdning-Gumpenstein,Steiermark,47.495,14.09967,697.1,1993-02-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
37,COMBINED,42,,Jenbach,Tirol,47.38878,11.75814,530.0,1994-07-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
38,COMBINED,43,,Kals,Tirol,47.00478,12.6465,1352.4,2007-08-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
39,COMBINED,44,,Kalwang,Steiermark,47.42126,14.75961,743.6,1994-04-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
40,COMBINED,46,,Krems,Niederösterreich,48.41861,15.62222,202.0,1996-04-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
41,COMBINED,47,,Krimml,Salzburg,47.22911,12.18197,1008.8,1997-09-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
42,COMBINED,48,,Klagenfurt Flughafen,Kärnten,46.64833,14.31833,450.0,1991-04-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
43,COMBINED,49,,Kleinzicken,Burgenland,47.2075,16.326667,263.0,1993-05-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
44,COMBINED,50,,Landeck,Tirol,47.14025,10.56364,795.6,1993-07-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
45,COMBINED,51,,Langenlebarn,Niederösterreich,48.32389,16.11806,175.3,1992-10-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
46,COMBINED,52,,Langenlois,Niederösterreich,48.4725,15.69722,207.0,1989-11-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
47,COMBINED,53,,Laßnitzhöhe,Steiermark,47.07361,15.59222,530.0,1990-02-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
48,COMBINED,54,,Leibnitz-Wagna,Steiermark,46.76739,15.55289,267.9,2003-11-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
49,COMBINED,55,,Lienz,Tirol,46.82555,12.80639,661.0,1985-12-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
50,COMBINED,56,,Linz Stadt,Oberösterreich,48.29639,14.28528,262.0,1992-07-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
51,COMBINED,57,,Litschau,Niederösterreich,48.95464,15.03831,557.6,1983-11-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
52,COMBINED,58,,Lutzmannsburg,Burgenland,47.46528,16.64556,200.8,1995-11-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
53,COMBINED,59,,Mariazell/St.Sebastian Flugfeld,Steiermark,47.78917,15.30222,864.0,2001-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
54,COMBINED,60,,Mattsee,Salzburg,47.97722,13.10556,502.0,1985-12-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
55,COMBINED,61,,Mayrhofen,Tirol,47.1625,11.85139,640.0,1992-09-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
56,COMBINED,62,,Millstatt,Kärnten,46.80806,13.57278,721.0,1982-06-24T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
57,COMBINED,63,,Mönichkirchen,Niederösterreich,47.51111,16.03333,991.0,1983-07-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
58,COMBINED,64,,Neumarkt,Steiermark,47.06972,14.42472,869.0,1993-08-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
59,COMBINED,65,,Neusiedl am See,Burgenland,47.94917,16.82889,117.0,1984-08-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
60,COMBINED,66,,Obergurgl,Tirol,46.86694,11.02444,1941.0,1999-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
61,COMBINED,67,,Leiser Berge,Niederösterreich,48.55889,16.37167,456.5,1998-04-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
62,COMBINED,68,,Obertauern,Salzburg,47.24889,13.55972,1772.0,1984-09-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
63,COMBINED,69,,Obervellach,Kärnten,46.93528,13.19444,688.0,1986-12-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
64,COMBINED,70,,Poysdorf-Ost,Niederösterreich,48.66917,16.6375,198.0,1992-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
65,COMBINED,71,,Preitenegg,Kärnten,46.938333,14.920278,1059.0,1994-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
66,COMBINED,72,,Puchberg am Schneeberg,Niederösterreich,47.79028,15.90694,582.8,1983-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
67,COMBINED,73,,Radstadt-Tandalier,Salzburg,47.38,13.44083,835.0,1995-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
68,COMBINED,75,,Ranshofen Braunau,Oberösterreich,48.22417,13.02833,382.0,1994-07-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
69,COMBINED,76,,Reutte,Tirol,47.49444,10.71528,841.8,1994-08-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
70,COMBINED,77,,Rohrbach,Oberösterreich,48.56722,14.00444,613.0,1994-08-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
71,COMBINED,78,,Rauris,Salzburg,47.22353,12.99262,933.8,1993-06-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
72,COMBINED,80,,Reichenau an der Rax,Niederösterreich,47.69972,15.83694,488.0,1983-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
73,COMBINED,81,,Retz Windmühle,Niederösterreich,48.76111,15.94167,320.0,1994-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
74,COMBINED,82,,Rudolfshütte,Salzburg,47.13492,12.62594,2317.0,1992-12-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
75,COMBINED,83,,Saalbach,Salzburg,47.38789,12.64844,974.6,2009-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
76,COMBINED,85,,Schmittenhöhe,Salzburg,47.32872,12.73794,1955.6,1983-10-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
77,COMBINED,86,,Schöckl,Steiermark,47.19861,15.46639,1443.0,1993-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
78,COMBINED,87,,Seefeld,Tirol,47.32478,11.17542,1181.9,1997-06-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
79,COMBINED,88,,Semmering,Niederösterreich,47.63325,15.82839,987.6,1998-11-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
80,COMBINED,89,,Stift Zwettl,Niederösterreich,48.61778,15.20361,502.4,1994-08-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
81,COMBINED,90,,St.Andrä im Lavanttal,Kärnten,46.76417,14.82806,403.0,1993-03-11T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
82,COMBINED,91,,Feistritz ob Bleiburg,Kärnten,46.561389,14.765,523.0,2007-09-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
83,COMBINED,92,,St.Michael im Lungau,Salzburg,47.09447,13.62269,1051.9,2008-11-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
84,COMBINED,93,,St.Pölten Landhaus,Niederösterreich,48.19972,15.63111,273.6,1994-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
85,COMBINED,94,,St.Radegund,Steiermark,47.18211,15.48978,726.3,1986-04-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
86,COMBINED,95,,St.Veit an der Glan,Kärnten,46.73917,14.38556,462.6,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
87,COMBINED,97,,Stolzalpe,Steiermark,47.12303,14.18822,1291.0,2007-07-24T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
88,COMBINED,98,,Tamsweg,Salzburg,47.13306,13.80833,1025.0,2008-10-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
89,COMBINED,100,,Villach Stadt,Kärnten,46.61806,13.87389,493.0,1993-12-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
90,COMBINED,101,,Waidhofen an der Ybbs,Niederösterreich,47.94556,14.80972,384.0,2004-12-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
91,COMBINED,102,,Weißensee-Gatschach,Kärnten,46.71861,13.28583,949.0,1982-11-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
92,COMBINED,103,,Weitensfeld,Kärnten,46.84917,14.19083,704.0,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
93,COMBINED,104,,Weyer,Oberösterreich,47.85719,14.66572,426.1,2007-09-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
94,COMBINED,105,,Wien Hohe Warte,Wien,48.24861,16.35639,198.0,1993-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
95,COMBINED,106,,Wien Mariabrunn,Wien,48.20694,16.22944,225.0,1997-01-16T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
96,COMBINED,107,,Wien Unterlaa,Wien,48.125,16.41944,200.0,1996-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
97,COMBINED,108,,Windischgarsten,Oberösterreich,47.72028,14.32611,599.9,1983-10-07T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,False,True
98,COMBINED,109,,St.Wolfgang,Oberösterreich,47.74028,13.44194,544.0,1990-02-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,False,True
99,COMBINED,111,,Wolfsegg,Oberösterreich,48.10542,13.67092,635.1,1995-06-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
100,COMBINED,112,,Wiener Neustadt Flugplatz,Niederösterreich,47.83233,16.23147,275.0,1993-02-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
101,COMBINED,113,,Zell am See,Salzburg,47.29,12.78639,754.0,1984-07-12T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,False,True
102,COMBINED,115,,Zeltweg,Steiermark,47.19983,14.74689,677.6,1992-06-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
103,COMBINED,116,,Deutschlandsberg,Steiermark,46.82167,15.22694,354.0,1995-08-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
104,COMBINED,118,,Kitzbühel,Tirol,47.44389,12.38917,772.0,2007-02-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
105,COMBINED,119,,St.Anton am Arlberg,Tirol,47.13139,10.26667,1304.1,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
106,COMBINED,120,,Ferlach,Kärnten,46.53111,14.31417,459.1,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
107,COMBINED,121,,Nauders,Tirol,46.89111,10.49694,1330.2,2004-08-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
108,COMBINED,122,,Kanzelhöhe,Kärnten,46.67722,13.90194,1520.0,2002-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
109,COMBINED,124,,Seckau,Steiermark,47.27083,14.77861,872.0,2002-02-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
110,COMBINED,125,,Kohlreithberg,Niederösterreich,48.175835,15.935278,490.0,2001-07-01T00:00:00+00:00,2010-06-17T23:59:59+00:00,True,True,False
111,COMBINED,126,,Haiming,Tirol,47.25972,10.88944,659.0,2007-08-20T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
112,COMBINED,127,,Rinn,Tirol,47.24917,11.50389,924.1,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
113,COMBINED,129,,Lofer Ort,Salzburg,47.58444,12.69528,622.0,2000-11-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
114,COMBINED,130,,Sillian,Tirol,46.74644,12.42358,1081.4,1999-10-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
115,COMBINED,131,,Salzburg Flughafen,Salzburg,47.78944,13.00861,430.0,1939-03-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
116,COMBINED,132,,Bad Ischl,Oberösterreich,47.70619,13.64714,506.7,2007-07-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
117,COMBINED,133,,Fraxern,Vorarlberg,47.31417,9.67444,807.0,2004-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
118,COMBINED,134,,Gänserndorf Stadt,Niederösterreich,48.33778,16.71361,163.0,2004-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
119,COMBINED,136,,Umhausen,Tirol,47.13917,10.92889,1035.0,2003-10-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
120,COMBINED,137,,Döllach,Kärnten,46.95806,12.9025,1071.0,2004-06-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
121,COMBINED,138,,Prutz,Tirol,47.06861,10.66472,871.0,2004-12-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
122,COMBINED,139,,Steinach am Brenner,Tirol,47.09833,11.46611,1036.0,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
123,COMBINED,140,,Bad Tatzmannsdorf,Burgenland,47.328056,16.228056,332.0,2004-09-17T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,False,True
124,COMBINED,141,,Ried im Innkreis,Oberösterreich,48.21722,13.475,427.0,1998-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
125,COMBINED,142,,Kufstein,Tirol,47.57528,12.16278,490.0,2003-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
126,COMBINED,144,,Micheldorf,Oberösterreich,47.88388,14.117222,443.0,2008-08-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
127,COMBINED,145,,Salzburg Freisaal,Salzburg,47.79111,13.05417,419.0,2006-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
128,COMBINED,146,,Holzgau,Tirol,47.25758,10.33867,1092.0,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
129,COMBINED,147,,Gröbming,Steiermark,47.44678,13.90422,765.5,2001-10-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
130,COMBINED,148,,Weitra,Niederösterreich,48.70222,14.89861,571.9,2005-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
131,COMBINED,149,,Mallnitz,Kärnten,46.99194,13.16667,1197.0,2002-08-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
132,COMBINED,150,,Spittal an der Drau,Kärnten,46.7905,13.48725,541.7,2004-11-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
133,COMBINED,151,,Achenkirch,Tirol,47.49944,11.70667,931.0,1998-07-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
134,COMBINED,152,,Laa an der Thaya Kläranlage,Niederösterreich,48.73139,16.38972,184.0,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
135,COMBINED,153,,Präbichl,Steiermark,47.52158,14.95416,1215.2,2000-09-13T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
136,COMBINED,154,,Fürstenfeld,Steiermark,47.03083,16.08083,271.0,2007-07-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
137,COMBINED,155,,Oberndorf an der Melk,Niederösterreich,48.06239,15.21381,295.1,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
138,COMBINED,156,,St.Johann im Pongau,Salzburg,47.31981,13.18672,634.2,2008-03-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,False,False,True
139,COMBINED,157,,Kollerschlag,Oberösterreich,48.60278,13.83917,714.0,2008-06-17T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
140,COMBINED,158,,Hohenau,Niederösterreich,48.605835,16.913055,150.0,2007-07-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
141,COMBINED,159,,Reichersberg,Oberösterreich,48.33111,13.37611,351.0,2008-07-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
142,COMBINED,160,,Waizenkirchen,Oberösterreich,48.32656,13.86458,400.2,2008-07-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
143,COMBINED,161,,Reichenau am Mühlkreis,Oberösterreich,48.45917,14.34556,689.1,2008-08-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
144,COMBINED,162,,Aspach,Oberösterreich,48.18306,13.3,427.0,2009-07-08T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
145,COMBINED,163,,Mondsee,Oberösterreich,47.85083,13.34722,480.5,2009-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
146,COMBINED,164,,Berndorf,Niederösterreich,47.93917,16.10111,337.0,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
147,COMBINED,165,,Abtenau,Salzburg,47.56667,13.34333,709.0,2008-06-25T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
148,COMBINED,166,,Hall bei Admont,Steiermark,47.59444,14.49083,637.0,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
149,COMBINED,167,,Mürzzuschlag,Steiermark,47.60222,15.67278,705.2,2009-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
150,COMBINED,169,,Pottschach,Niederösterreich,47.70083,16.00806,416.4,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
151,COMBINED,170,,Aspang,Niederösterreich,47.575,16.10139,454.0,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
152,COMBINED,171,,Dornbirn,Vorarlberg,47.4325,9.72556,407.3,1992-04-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
153,COMBINED,172,,Schoppernau,Vorarlberg,47.31139,10.01778,839.0,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
154,COMBINED,173,,Schröcken,Vorarlberg,47.26167,10.08611,1244.0,2007-12-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
155,COMBINED,174,,Mittelberg,Vorarlberg,47.32333,10.1525,1204.0,2009-06-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
156,COMBINED,175,,Innsbruck Flughafen,Tirol,47.25999,11.35667,578.0,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
157,COMBINED,176,,Hahnenkamm-Ehrenbachhöhe,Tirol,47.41831,12.35928,1793.8,1992-11-13T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
158,COMBINED,178,,Hochfilzen,Tirol,47.47028,12.62111,961.9,2007-11-27T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
159,COMBINED,179,,Ramsau am Dachstein,Steiermark,47.42514,13.63428,1206.8,1991-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
160,COMBINED,180,,Rechnitz,Burgenland,47.30139,16.45417,308.0,2006-12-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,False,True
161,COMBINED,181,,Bludenz,Vorarlberg,47.14778,9.82944,571.0,2007-08-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
162,COMBINED,182,,Oberwölz,Steiermark,47.20206,14.28669,842.1,2007-08-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
163,COMBINED,183,,Güssing,Burgenland,47.0625,16.32186,215.3,2008-07-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
164,COMBINED,184,,Pitztaler Gletscher,Tirol,46.92706,10.87914,2863.9,1994-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
165,COMBINED,185,,St.Jakob im Defereggental,Tirol,46.91694,12.35389,1383.0,2007-09-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
166,COMBINED,186,,Flattnitz,Kärnten,46.94083,14.03611,1437.2,2007-07-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
167,COMBINED,187,,Friesach,Kärnten,46.95861,14.40583,640.0,2008-01-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
168,COMBINED,188,,Völkermarkt-Goldbrunnhof,Kärnten,46.670834,14.639167,466.0,2008-07-23T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
169,COMBINED,189,,Melk,Niederösterreich,48.20972,15.33139,307.0,2008-09-25T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
170,COMBINED,190,,Frankenmarkt,Oberösterreich,47.99139,13.42306,565.0,2004-03-01T00:00:00+00:00,2017-03-25T23:59:59+00:00,False,True,True
171,COMBINED,192,,Wachtberg bei Steyr,Niederösterreich,48.0475,14.46111,384.0,2008-08-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
172,COMBINED,193,,Jauerling,Niederösterreich,48.33447,15.33911,955.0,1995-07-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
173,COMBINED,195,,Mittersill,Salzburg,47.279167,12.495833,783.0,2017-12-01T00:00:00+00:00,2100-12-31T00:00:00+00:00,True,True,True
